usCite,caseName,dateDecision
"95 U.S. 232","Insurance Co. v. Rodel","1877-11-19"
"95 U.S. 242","Insurance Co. v. Haven","1877-12-03"
"95 U.S. 252","Milner v. Meek","1877-11-26"
"95 U.S. 259","Colorado Co. v. Commissioners","1877-12-10"
"95 U.S. 266","Nimick v. Coleman","1877-11-26"
"95 U.S. 269","Insurance Co. v. Dutcher","1877-11-12"
"95 U.S. 274","Keystone Bridge Co. v. Phoenix Iron Co","1877-10-22"
"95 U.S. 279","Railway Co. v. Stewart","1877-11-19"
"95 U.S. 285","Cambuston v. United States","1877-11-26"
"95 U.S. 289","Beckwith v. Talbot","1877-12-10"
"95 U.S. 294","Pearson v. Yewdall","1877-11-19"
"95 U.S. 297","Transportation Line v. Hope","1877-12-03"
"95 U.S. 303","Ould v. Washington Hospital for Foundlings","1877-11-26"
"95 U.S. 316","Hart v. United States","1877-12-03"
"95 U.S. 319","Shields v. Ohio","1877-10-29"
"95 U.S. 326","Insurance Co. v. Wolff","1877-11-05"
"95 U.S. 334","United States v. Babbitt","1877-12-03"
"95 U.S. 337","Bergdoll v. Pollock","1877-12-17"
"95 U.S. 342","Merchants' Nat. Bank v. Cook","1877-11-12"
"95 U.S. 347","Sessions v. Johnson","1877-05-07"
"95 U.S. 355","Cochrane v. Deener","1877-12-17"
"95 U.S. 356","Alvord v. United States","1877-11-12"
"95 U.S. 360","County of Cass v. Johnston","1877-11-12"
"95 U.S. 373","County of Cass v. Jordan","1877-11-12"
"95 U.S. 375","County of Cass v. Shores","1877-11-12"
"95 U.S. 380","Insurance Co. v. Higginbotham","1877-12-10"
"95 U.S. 391","Thompson v. Maxwell","1877-12-03"
"95 U.S. 401","Briges v. Sperry","1877-11-05"
"95 U.S. 407","United States v. Gillis","1877-12-10"
"95 U.S. 418","Turnbull v. Payson","1877-11-19"
"95 U.S. 425","Insurance Co. v. Davis","1877-11-26"
"95 U.S. 434","Beard v. Burts","1877-12-03"
"95 U.S. 444","Williams v. Morris","1877-10-29"
"95 U.S. 439","Railroad Co. v. Jones","1877-12-10"
"95 U.S. 459","Pound v. Turck","1878-01-07"
"95 U.S. 465","Railroad Co. v. Husen","1878-01-07"
"95 U.S. 474","Brown v. Spofford","1877-12-10"
"95 U.S. 485","Hall v. DeCuir","1878-01-14"
"95 U.S. 517","Beecher v. Wetherby","1877-11-19"
"95 U.S. 527","United States v. The ""Grace Lothrop""","1877-12-17"
"95 U.S. 536","United States v. Smith","1877-12-17"
"95 U.S. 539","Clark v. United States","1877-12-17"
"95 U.S. 547","Insurance Cos. v. Thompson","1877-12-03"
"95 U.S. 551","Morrow v. Whitney","1877-11-26"
"95 U.S. 557","West St. Louis Sav. Bank v. Shawnee County Bank","1877-12-03"
"95 U.S. 560","Eddy v. Dennis","1877-10-29"
"95 U.S. 571","United States v. Two Hundred Barrels of Whiskey","1877-12-03"
"95 U.S. 576","Railroad Co. v. Durant","1877-11-05"
"95 U.S. 580","United States v. Mann","1878-01-07"
"95 U.S. 587","Mitchell v. Moore","1877-12-03"
"95 U.S. 591","Given v. Hilton","1877-11-26"
"95 U.S. 600","The ""Wanata""","1877-11-26"
"95 U.S. 619","County of Henry v. Nicolay","1877-11-05"
"95 U.S. 628","Terry v. Anderson","1877-10-29"
"95 U.S. 637","Terry v. Coskery","1877-10-29"
"95 U.S. 637","Burdette v. Bartlett","1878-01-07"
"95 U.S. 641","Young v. United States","1877-11-26"
"95 U.S. 644","New Orleans v. Clark","1877-12-17"
"95 U.S. 655","Railway Co. v. Stevens","1878-01-07"
"95 U.S. 661","United States v. Wilcox","1878-01-07"
"95 U.S. 665","Chubb v. Upton","1877-12-17"
"95 U.S. 670","United States v. Fox","1878-01-07"
"95 U.S. 673","National Bank v. Insurance Co","1878-01-21"
"95 U.S. 679","Farrington v. Tennessee","1878-01-14"
"95 U.S. 690","Dunscomb v. Tennessee","1878-01-14"
"95 U.S. 690","Hill v. Tennessee","1878-01-14"
"95 U.S. 694","Thompson v. Butler","1878-01-07"
"95 U.S. 697","Railroad Co. v. Houston","1878-01-07"
"95 U.S. 704","Neal v. Clark","1878-02-04"
"95 U.S. 710","Kelly v. Calhoun","1878-01-07"
"95 U.S. 714","Pennoyer v. Neff","1878-01-21"
"95 U.S. 748","United States v. Meigs","1878-01-21"
"95 U.S. 750","United States v. McLean","1878-01-21"
"95 U.S. 754","Insurance Co. v. Brame","1878-01-21"
"95 U.S. 760","United States v. Moore","1878-02-04"
"95 U.S. 764","Yeatman v. Savings Institution","1878-02-18"
"95 U.S. 768","Yeatman v. Butler","1878-02-18"
"95 U.S. 769","United States v. County of Clark","1878-01-07"
"95 U.S. 774","Alexandria v. Fairfax","1878-01-21"
"96 U.S. 1","Pensacola Teleg. Co. v. Western Union Teleg. Co.","1878-03-25"
"96 U.S. 24","Jones v. United States","1878-01-21"
"96 U.S. 30","United States v. State Bank","1878-01-21"
"96 U.S. 36","Merchant's Bank v. United States","1878-01-21"
"96 U.S. 37","United States v. Clark","1878-02-25"
"96 U.S. 51","Cromwell v. County of Sac","1878-02-18"
"96 U.S. 63","Turnpike Co. v. Illinois","1878-01-28"
"96 U.S. 69","Tennessee v. Sneed","1877-11-26"
"96 U.S. 76","Meister v. Moore","1878-04-29"
"96 U.S. 83","Meister v. Bissell","1878-04-29"
"96 U.S. 84","Insurance Co. v. McCain","1878-01-28"
"96 U.S. 87","McAllister v. Kuhn","1878-01-07"
"96 U.S. 90","King v. Pardee","1878-02-11"
"96 U.S. 97","Davidson v. New Orleans","1878-01-07"
"96 U.S. 108","Arthur v. Morrison","1878-04-15"
"96 U.S. 112","Arthur v. Lahey","1878-04-15"
"96 U.S. 118","Arthur v. Unkart","1878-04-15"
"96 U.S. 124","Arthur v. Zimmerman","1878-04-15"
"96 U.S. 125","Arthur v. Stephani","1878-04-15"
"96 U.S. 128","Arthur v. Sussfield","1878-04-15"
"96 U.S. 131","Murphy v. Arnson","1878-04-15"
"96 U.S. 135","Arthur v. Davies","1878-04-22"
"96 U.S. 137","Arthur v. Homer","1878-04-22"
"96 U.S. 141","Arthur v. Herman","1878-04-22"
"96 U.S. 143","Arthur v. Rheims","1878-04-22"
"96 U.S. 145","Arthur v. Goddard","1878-04-22"
"96 U.S. 148","Davies v. Arthur","1878-04-08"
"96 U.S. 153","Kohlstaat v. Murphy","1878-05-06"
"96 U.S. 162","Mitchell v. United States","1878-02-25"
"96 U.S. 165","Water and Mining Co. v. Bugbey","1878-01-07"
"96 U.S. 168","Brawley v. United States","1878-01-07"
"96 U.S. 174","Ferguson v. McLaughlin","1878-01-07"
"96 U.S. 176","Williams v. Bruffy","1878-03-25"
"96 U.S. 193","Dewing v. Perdicaries","1878-01-28"
"96 U.S. 199","Gold-Washing and Water Co. v. Keyes","1878-01-28"
"96 U.S. 205","County Comm'rs v. Chandler","1878-01-07"
"96 U.S. 211","United States v. County of Clark","1878-01-07"
"96 U.S. 218","Werner v. King","1877-11-26"
"96 U.S. 232","United States v. Morrison","1878-02-18"
"96 U.S. 234","Insurance Co. v. Norton","1878-02-18"
"96 U.S. 245","McLean v. Fleming","1878-04-29"
"96 U.S. 258","Railway Co. v. McCarthy","1878-02-18"
"96 U.S. 268","Wheeler v. National Bank","1878-04-29"
"96 U.S. 271","Rock Creek v. Strong","1878-04-22"
"96 U.S. 279","Conrad v. Waples","1878-03-25"
"96 U.S. 291","Burbank v. Conrad","1878-03-25"
"96 U.S. 312","San Antonio v. Mehaffy","1878-04-22"
"96 U.S. 316","San Antiono v. Barnes","1878-04-22"
"96 U.S. 316","McGarrahan v. Mining Co","1878-01-07"
"96 U.S. 324","Ames v. Quimby","1878-01-07"
"96 U.S. 328","Pullman v. Upton","1878-04-22"
"96 U.S. 332","Peugh v. Davis","1878-04-15"
"96 U.S. 340","Dial v. Reynolds","1878-01-14"
"96 U.S. 341","Hitchcock v. Galveston","1878-02-04"
"96 U.S. 354","Francis v. United States","1878-02-04"
"96 U.S. 360","United States v. Simmons","1878-04-22"
"96 U.S. 366","United States v. Van Auken","1878-05-13"
"96 U.S. 369","Ex Parte Schollenberger","1878-05-13"
"96 U.S. 379","Wisconsin v. Duluth","1878-02-11"
"96 U.S. 388","Huntington v. Savings Bank","1878-04-15"
"96 U.S. 395","Dobbins's Distillery v. United States","1878-01-07"
"96 U.S. 404","McPherson v. Cox","1878-04-01"
"96 U.S. 421","United States v. Driscoll","1878-05-06"
"96 U.S. 424","Walker v. Johnson","1878-04-29"
"96 U.S. 430","Baird v. United States","1878-02-25"
"96 U.S. 432","Murray v. Charleston","1878-04-08"
"96 U.S. 449","Jenkins v. Charleston","1878-04-08"
"96 U.S. 450","Railroad Co. v. Vance","1878-04-01"
"96 U.S. 461","The ""Lady Pike""","1878-02-11"
"96 U.S. 467","Casey v. Cavaroc","1878-04-15"
"96 U.S. 492","Casey v. National Bank","1878-04-15"
"96 U.S. 494","Casey v. Schuchardt","1878-04-15"
"96 U.S. 496","Casey v. Schneider","1878-04-15"
"96 U.S. 499","Railroad Co. v. Maine","1878-04-29"
"96 U.S. 513","Atherton v. Fowler","1878-03-25"
"96 U.S. 521","Railroad Co. v. Richmond","1878-03-25"
"96 U.S. 530","Moore v. Robbins","1878-05-06"
"96 U.S. 539","National Bank v. Warren","1878-01-07"
"96 U.S. 541","Wolf v. Stix","1878-01-07"
"96 U.S. 544","Insurance Co. v. Mowry","1878-02-11"
"96 U.S. 549","Schumacher v. Cornell","1878-02-11"
"96 U.S. 557","Garfield v. Paris","1878-04-22"
"96 U.S. 567","United States v. Kaufman","1878-04-15"
"96 U.S. 572","Insurance Co. v. Eggleston","1878-04-29"
"96 U.S. 580","Bissell v. Heyward","1878-02-11"
"96 U.S. 588","Insurance Co. v. Brune's Assignee","1878-03-25"
"96 U.S. 594","Railroad Co. v. Collector","1878-04-22"
"96 U.S. 595","Edwards v. Kearzey","1878-04-15"
"96 U.S. 611","Hayward v. National Bank","1878-05-13"
"96 U.S. 619","Gregory v. Morris","1878-03-25"
"96 U.S. 627","Brine v. Insurance Co","1878-05-13"
"96 U.S. 640","Gold-Mining Co. v. National Bank","1878-01-21"
"96 U.S. 645","Insurance Co. v. Gossler","1878-05-13"
"96 U.S. 659","Ketchum v. Duncan","1878-05-13"
"96 U.S. 675","County of Ray v. Vansycle","1878-04-15"
"96 U.S. 689","Hawkins v. United States","1877-11-12"
"96 U.S. 699","Felton v. United States","1878-05-13"
"96 U.S. 704","Pratt v. Pratt","1878-04-15"
"96 U.S. 712","Sage v. Railroad Co","1878-01-07"
"96 U.S. 716","Morgan v. Railroad Co","1878-03-25"
"96 U.S. 724","O'Reilly v. Edrington","1878-01-28"
"96 U.S. 727","Ex parte Jackson","1878-05-13"
"96 U.S. 737","National Bank v. Omaha","1878-05-13"
"97 U.S. 1","Troy v. Evans","1878-03-25"
"97 U.S. 3","Glue Co. v. Upton","1878-05-13"
"97 U.S. 7","Rubber-Coated Harness-Trimming Co. v. Welling","1878-03-25"
"97 U.S. 13","Hotel Co. v. Wade","1878-02-11"
"97 U.S. 25","Beer Co. v. Massachusetts","1878-05-13"
"97 U.S. 34","Noyes v. Hall","1878-02-04"
"97 U.S. 39","Young v. United States","1878-05-13"
"97 U.S. 68","Shillaber v. Robinson","1878-04-15"
"97 U.S. 80","Grant v. National Bank","1878-04-29"
"97 U.S. 83","County of Bates v. Winters","1878-02-25"
"97 U.S. 92","Eldridge v. Hill","1878-04-22"
"97 U.S. 96","County of Warren v. Marcy","1878-05-06"
"97 U.S. 110","County of Warren v. Post","1878-05-06"
"97 U.S. 110","County of Warren v. Portsmouth Savings Bank","1878-05-06"
"97 U.S. 110","Powder Co. v. Burkhardt","1878-04-29"
"97 U.S. 120","Machine Co. v. Murphy","1878-02-25"
"97 U.S. 126","Elizabeth v. Pavement Co","1878-05-13"
"97 U.S. 144","Allis v. Insurance Co","1878-05-13"
"97 U.S. 146","Wallace v. Loomis","1878-01-21"
"97 U.S. 164","United States v. Norton","1878-01-28"
"97 U.S. 170","United States v. Ceif's Assignee","1878-01-28"
"97 U.S. 170","United States v. Levy","1878-01-28"
"97 U.S. 170","United States v. Rowan","1878-01-28"
"97 U.S. 170","United States v. Yorke","1878-01-28"
"97 U.S. 170","United States v. White","1878-01-28"
"97 U.S. 170","United States v. Bonnafon","1878-01-28"
"97 U.S. 170","United States v. Ethel's Assignee","1878-01-28"
"97 U.S. 171","Godfrey v. Terry","1878-03-25"
"97 U.S. 181","Lamborn v. County Comm'rs","1878-02-18"
"97 U.S. 189","Ashcroft v. Railroad Co","1878-05-06"
"97 U.S. 204","McMicken v. United States","1878-03-25"
"97 U.S. 219","United States v. Watkins","1878-03-25"
"97 U.S. 224","Hyndman v. Roots","1878-04-29"
"97 U.S. 233","United States v. McKee","1878-02-04"
"97 U.S. 237","Lilienthal's Tobacco v. United States","1878-01-21"
"97 U.S. 272","County of Macon v. Shores","1877-12-17"
"97 U.S. 280","Chaboya v. Umbarger","1878-01-14"
"97 U.S. 284","United States v. Memphis","1878-02-25"
"97 U.S. 293","Memphis v. United States","1878-02-11"
"97 U.S. 300","Memphis v. Brown","1878-02-11"
"97 U.S. 304","Trust Co. v. Sedgwick","1878-03-25"
"97 U.S. 309","The ""Virginia Ehrman"" and the ""Agnese""","1878-01-07"
"97 U.S. 318","Hurley v. Jones","1878-04-16"
"97 U.S. 319","Herbert v. Butler","1878-03-25"
"97 U.S. 323","The ""City of Hartford"" and the ""Unit""","1878-02-18"
"97 U.S. 331","Insurance Co. v. Harris","1878-03-25"
"97 U.S. 339","Emigrant Co. v. County of Wright","1878-02-04"
"97 U.S. 345","Martin v. Marks","1878-02-25"
"97 U.S. 348","Marsh v. Seymour","1878-03-25"
"97 U.S. 361","Stewart v. Salamon","1878-11-18"
"97 U.S. 365","Arthur v. Moller","1878-11-18"
"97 U.S. 369","Telegraph Co. v. Davenport","1878-11-18"
"97 U.S. 374","Commissioners v. Bank of Commerce","1878-11-25"
"97 U.S. 379","Work v. Leathers","1878-11-04"
"97 U.S. 381","Burgess v. Salmon","1878-12-23"
"97 U.S. 385","Pettigrew v. United States","1878-11-11"
"97 U.S. 389","Nauvoo v. Ritter","1878-11-18"
"97 U.S. 392","Erwin v. United States","1878-12-02"
"97 U.S. 398","Kihlberg v. United States","1878-12-23"
"97 U.S. 404","Four Packages v. United States","1878-11-11"
"97 U.S. 413","United States v. Mora","1878-11-04"
"97 U.S. 423","Kendig v. Dean","1878-11-25"
"97 U.S. 426","Mimmack v. United States","1878-12-02"
"97 U.S. 438","Stoll v. Pepper","1878-12-02"
"97 U.S. 444","Settlemier v. Sullivan","1879-01-06"
"97 U.S. 450","Hill v. National Bank","1878-11-18"
"97 U.S. 454","Keith v. Clark","1878-12-02"
"97 U.S. 484","Spofford v. Kirk","1878-11-11"
"97 U.S. 491","Missouri, K. & T. R. Co. v. Kansas Pacific R. Co","1878-12-16"
"97 U.S. 501","Patterson v. Kentucky","1879-02-03"
"97 U.S. 509","Coleman v. Tennessee","1879-03-03"
"97 U.S. 541","Welch v. Cook","1879-01-06"
"97 U.S. 546","United States v. Claflin","1878-12-02"
"97 U.S. 553","United States v. Claflin","1878-12-02"
"97 U.S. 554","Railway Co. v. Sayles","1878-11-18"
"97 U.S. 564","Gray v. Blanchard","1878-12-23"
"97 U.S. 566","Cook v. Pennsylvania","1878-11-04"
"97 U.S. 575","Hosmer v. Wallace","1879-03-24"
"97 U.S. 581","Newcomb v. Wood","1878-12-02"
"97 U.S. 584","Gaussen v. United States","1878-10-28"
"97 U.S. 594","Ford v. Surget","1878-11-04"
"97 U.S. 624","Howland v. Blake","1878-11-04"
"97 U.S. 628","Davie v. Briggs","1878-12-02"
"97 U.S. 642","Stacey v. Emery","1878-11-11"
"97 U.S. 646","Robertson v. Cease","1878-11-18"
"97 U.S. 652","Barney v. Dolph","1878-11-25"
"97 U.S. 659","Fertilizing Co. v. Hyde Park","1878-11-11"
"97 U.S. 682","Insurance Co. v. Lewis","1879-01-06"
"97 U.S. 687","Mattingly v. District of Columbia","1878-12-16"
"97 U.S. 692","National Bank v. Shoemaker","1878-12-16"
"97 U.S. 693","Ruch v. Rock Island","1878-12-16"
"97 U.S. 697","Railroad Cos. v. Gaines","1878-12-02"
"98 U.S. 1","Palmer v. Low","1878-11-11"
"98 U.S. 20","Glenny v. Langdon","1878-10-28"
"98 U.S. 31","Bates v. Coe","1878-11-25"
"98 U.S. 50","Kesner v. Trigg","1878-12-02"
"98 U.S. 56","Peters v. Bowman","1878-12-09"
"98 U.S. 61","United States v. Throckmorton","1878-12-09"
"98 U.S. 72","Williams v. Hagood","1878-11-04"
"98 U.S. 75","Garratt v. Seibert","1878-12-02"
"98 U.S. 79","Ivinson v. Hutton","1878-11-18"
"98 U.S. 85","Snell v. Insurance Co","1878-11-04"
"98 U.S. 98","County of Daviess v. Huidekoper","1879-01-06"
"98 U.S. 104","Bradley v. United States","1878-12-23"
"98 U.S. 118","Wirth v. Branson","1878-12-02"
"98 U.S. 123","National Bank v. Grand Lodge","1878-11-25"
"98 U.S. 126","Powder Co. v.Powder Works","1878-11-25"
"98 U.S. 140","Citizens' Bank v. Board of Liquidation","1879-01-06"
"98 U.S. 142","Dumont v. United States","1878-11-11"
"98 U.S. 145","Reynolds v. United States","1879-01-06"
"98 U.S. 168","Reynolds v. United States","1879-05-05"
"98 U.S. 169","County of Schuyler v. Thomas","1878-12-02"
"98 U.S. 176","Orvis v. Powell","1878-11-04"
"98 U.S. 179","Orvis v. Powell","1879-04-28"
"98 U.S. 179","McKnight v. United States","1879-01-06"
"98 U.S. 187","Stewart v. Sonneborn","1879-01-06"
"98 U.S. 203","Snyder v. Sickles","1878-12-09"
"98 U.S. 218","Elcox v. Hill","1878-12-09"
"98 U.S. 225","Andreae v. Redfield","1879-01-13"
"98 U.S. 240","Ex parte Schwab","1878-12-16"
"98 U.S. 242","Slaughter v. Glenn","1879-01-06"
"98 U.S. 248","Gifford v. Helms","1878-11-04"
"98 U.S. 254","Bowen v. Chase","1878-10-28"
"98 U.S. 266","Beckwith v. Bean","1879-01-06"
"98 U.S. 308","Little Rock v. National Bank","1878-12-23"
"98 U.S. 315","Blake v. Hawkins","1879-01-06"
"98 U.S. 332","Bank v. McVeigh","1878-12-23"
"98 U.S. 334","United States v. Burlington & Missouri River R. Co","1879-03-03"
"98 U.S. 343","United States v. Hall","1879-01-27"
"98 U.S. 359","Railroad Co. v. Georgia","1879-01-27"
"98 U.S. 366","Railroad Co. v. Georgia","1879-01-27"
"98 U.S. 366","Cleveland Ins. Co. v. Globe Ins. Co","1879-03-03"
"98 U.S. 381","United States v. New Orleans","1879-03-31"
"98 U.S. 398","Railroad Co. v. Grant","1879-04-14"
"98 U.S. 403","Boom Co. v. Patterson","1879-03-03"
"98 U.S. 410","Scull v. United States","1879-01-13"
"98 U.S. 424","United States v. Baltimore","1879-01-13"
"98 U.S. 425","Foster v. Mora","1879-02-03"
"98 U.S. 428","United States v. Perot","1879-03-10"
"98 U.S. 433","Carr v. United States","1879-03-03"
"98 U.S. 440","The ""Abbotsford""","1879-04-21"
"98 U.S. 447","United States v. Benecke","1879-02-03"
"98 U.S. 450","United States v. Irvine","1879-02-03"
"98 U.S. 453","Jennison v. Kirk","1879-04-28"
"98 U.S. 463","Mining Co. v. Tarbet","1879-05-05"
"98 U.S. 470","Amy v. Dubuque","1879-04-07"
"98 U.S. 476","Harkness v. Hyde","1879-04-21"
"98 U.S. 479","Railroad Co. v. Varnell","1879-04-14"
"98 U.S. 486","United States v. Thompson","1879-02-03"
"98 U.S. 491","Airhart v. Massieu","1879-03-17"
"98 U.S. 507","Reed v. McIntyre","1879-01-20"
"98 U.S. 514","Brick v. Brick","1879-05-05"
"98 U.S. 517","De Treville v. Smalls","1879-01-20"
"98 U.S. 528","Hooper v. Robinson","1879-03-17"
"98 U.S. 541","Railroad Co. v. Commissioner","1879-02-03"
"98 U.S. 546","Hendrie v. Sayles","1879-01-20"
"98 U.S. 555","Barnet v. National Bank","1879-03-03"
"98 U.S. 559","Railway Co. v. Loftin","1879-03-24"
"98 U.S. 565","United States v. Sherman","1879-04-14"
"98 U.S. 569","United States v. Union Pacific R. Co","1879-01-06"
"98 U.S. 621","National Bank v. Matthews","1879-01-27"
"99 U.S. 1","Wolf v. Stix","1879-03-03"
"99 U.S. 10","United States v. Farden","1879-01-20"
"99 U.S. 20","Hussey v. Smith","1879-03-03"
"99 U.S. 25","Hussey v. Merritt","1879-03-03"
"99 U.S. 25","Mills v. Scott","1879-02-03"
"99 U.S. 30","Quinn v. United States","1879-01-20"
"99 U.S. 35","United States v. Ames","1879-02-03"
"99 U.S. 48","Platt v. Union Pacific R. Co","1879-04-21"
"99 U.S. 68","Lange v. Benedict","1879-05-05"
"99 U.S. 72","Doggett v. Railroad Co","1879-02-03"
"99 U.S. 78","Transportation Line v. Cooper","1879-04-07"
"99 U.S. 80","Barrow v. Hunton","1879-04-14"
"99 U.S. 86","Hackett v. Ottawa","1879-03-24"
"99 U.S. 97","Canal & Banking Co. v. New Orleans","1879-04-14"
"99 U.S. 100","Grafton v. Cummings","1879-03-24"
"99 U.S. 112","Town of Weyauwega v. Ayling","1879-05-05"
"99 U.S. 119","Case v. Beauregard","1879-03-24"
"99 U.S. 130","Wilkerson v. Utah","1879-03-17"
"99 U.S. 138","Burbank v. Semmes","1879-03-03"
"99 U.S. 143","Biebinger v. Continental Bank","1879-01-27"
"99 U.S. 147","Railroad Co. v. McKinley","1879-01-27"
"99 U.S. 149","Klein v. New Orleans","1879-04-21"
"99 U.S. 152","United States v. Fort Scott","1879-03-17"
"99 U.S. 161","Harris v. McGovern","1879-03-03"
"99 U.S. 168","Gordon v. Gilfoil","1879-04-07"
"99 U.S. 180","Burt v. Panjaud","1879-04-28"
"99 U.S. 183","Atwood v. Weems","1879-05-05"
"99 U.S. 188","Ketchum v. Buckley","1879-05-05"
"99 U.S. 191","Express Co. v. Railroad Co","1879-03-03"
"99 U.S. 201","Godden v. Kimmell","1879-04-21"
"99 U.S. 213","Vansant v. Gas-Light Co","1879-01-13"
"99 U.S. 214","Supervisors v. Galbraith","1879-04-14"
"99 U.S. 221","Farrell v. United States","1879-03-03"
"99 U.S. 225","United States v. Glab","1879-01-27"
"99 U.S. 229","King v. United States","1879-03-24"
"99 U.S. 235","Fosdick v. Schall","1879-03-10"
"99 U.S. 256","Fosdick v. Car Co","1879-03-10"
"99 U.S. 258","Huidekoper v. Locomotive Works","1879-03-10"
"99 U.S. 261","Campbell v. Rankin","1879-04-21"
"99 U.S. 265","United States v. Pugh","1879-03-03"
"99 U.S. 273","Transportation Co. v. Wheeling","1879-04-14"
"99 U.S. 286","Tice v. United States","1879-03-17"
"99 U.S. 291","Myrick v. Thompson","1879-03-03"
"99 U.S. 298","Phelps v. McDonald","1879-05-05"
"99 U.S. 309","University v. People","1879-04-07"
"99 U.S. 325","Bank v. Partee","1879-04-07"
"99 U.S. 334","Sage v. Central R. Co","1879-04-07"
"99 U.S. 348","Hoge v. Railroad Co","1879-02-03"
"99 U.S. 355","Denver v. Roane","1879-05-05"
"99 U.S. 362","Brooklyn v. Insurance Co","1879-04-14"
"99 U.S. 372","United States v. Winchester","1879-05-05"
"99 U.S. 378","Van Noriden v. Morton","1879-04-28"
"99 U.S. 382","Ryan v. Railroad Co","1879-02-03"
"99 U.S. 389","Hale v. Frost","1879-04-14"
"99 U.S. 393","Hartman v. Bean","1879-04-28"
"99 U.S. 398","Smith v. Railroad Co","1879-04-21"
"99 U.S. 402","Union Pacific R. Co. v. United States","1879-01-27"
"99 U.S. 434","Parsons v. Jackson","1879-04-28"
"99 U.S. 441","Keely v. Sanders","1879-03-03"
"99 U.S. 449","United States v. Central Pacific R. Co","1879-01-27"
"99 U.S. 455","United States v. Kansas Pacific R. Co","1879-01-27"
"99 U.S. 460","United States v. Denver Pacific R. Co","1879-01-27"
"99 U.S. 462","United States v. Denver Pacific R. Co","1879-03-17"
"99 U.S. 463","Railway Co. v. Alling","1879-04-21"
"99 U.S. 482","Montgomery v. Samory","1879-03-24"
"99 U.S. 491","United States v. Sioux City & Pacific R. Co","1879-01-27"
"99 U.S. 493","Clark v. United States","1879-05-05"
