nameAdvocate,homeAdvocate,dateArgument,caseInfo,citeInfo,role,transcriptURL,notes
Kelsi B. Corkran,,2020-10-14,"Torres v. Madrid, 592 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 127,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Rebecca Taibleson,,2020-10-14,"Torres v. Madrid, 592 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 127,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Sarah M. Harris,,2020-11-02,"Salinas v. United States Railroad Retirement Board, 592 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 166,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Krissy C. Nobile,,2020-11-03,"Jones v. Mississippi, 593 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 167,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lori H. Windham,,2020-11-04,Fulton v. City of Philadelphia,2020 J. Sup. Ct. U.S. 169,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Barbara D. Underwood,,2020-11-30,"Trump v. New York, 592 U.S. _ (2020)",2020 J. Sup. Ct. U.S. 219,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth Murrill,,2020-12-02,Edwards v. Vannoz,2020 J. Sup. Ct. U.S. 223,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Sarah E. Harrington,,2020-12-07,"Republic of Hungary v. Simon, 592 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 252,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Kristen K. Waggoner,,2021-01-12,"Uzuegbunam v. Preczewski, 592 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 331,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Helgi C. Walker,,2021-01-19,"Nat’l Ass’n of Broadcasters v. Prometheus Radio Project, 592 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 351,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Ruthanne M. Deutsch,,2021-01-19,"Nat’l Ass’n of Broadcasters v. Prometheus Radio Project, 592 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 351,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Colleen E.R. Sinzdak,,2021-02-23,Wilkinson v. Dai,2020 J. Sup. Ct. U.S. 421,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Amanda K. Rice,,2021-02-24,Lange v. California,2020 J. Sup. Ct. U.S. 423,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Erica L. Ross,,2021-02-24,Lange v. California,2020 J. Sup. Ct. U.S. 423,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Jessica R. Amunson,,2021-03-02,Brnovich v. Democratic National Committee ,2020 J. Sup. Ct. U.S. 439,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Sarah M. Harris,,2021-03-03,"Carr v. Saul, 593 U.S. _ (2021)",2020 J. Sup. Ct. U.S. 441,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Morgan L. Ratner,,2021-03-24,Caniglia v. Strom,Oral Argument Transcript ,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Nicole F. Reaves,,2021-03-30,TransUnion LLC v. Ramirez,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth B. Prelogar,,2021-03-31,American Athletic Conference v. Alston,Oral Argument Transcript ,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Amy M. Saharia,,2021-04-19,Sanchez v. Mayorkas,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
M. Allison Guagliardo,,2021-04-20,Greer v. United States,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Morgan L. Ratner,,2021-04-21,Minerva Surgical Inc. v. Hologic Inc.,Oral Argument Transcript ,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth B. Prelogar,,2021-04-26,Americans for Prosperity v. Rodriquez,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Aimee A. Feinberg,,2021-04-26,Americans for Prosperity v. Rodriquez,Oral Argument Transcript ,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Erica L. Ross,,2021-04-27,United States v. Palomar-Santiago,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lisa S. Blatt,,2021-04-28,Mahanoy Area School District v. B.L.,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Erica L. Ross,,2021-10-04,Wooden v. U.S.,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Fadwa A. Hammoud,,2021-10-05,Brown v. Davenport,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Tasha Bahal,,2021-10-05,Brown v. Davenport,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Gina Mignola,,2021-10-05,Hemphill v. New York,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Alexa Kolbi-Molinas,,2021-10-06,Cameron v. EMW Women's Surgical Center,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Ginger D. Anders,,2021-10-13,U.S. v. Tsarnaev,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Nicole F. Reaves,,2021-10-13,Babcock v. Kijakazi,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth B. Prelogar,,2021-11-01,U.S. v. Texas,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lisa S. Blatt,,2021-11-02,Badgerow v. Walters,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Barbara D. Underwood,,2021-11-03,N.Y. State Rifle & Pistol Ass'n v. Bruen,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Catherine M.A. Carroll,,2021-11-08,FBI v. Fazaga,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Melissa N. Patterson,,2021-11-08,"Unicolors, Inc. v. H&M Hennes & Mauritz, L.P.",Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Colleen E.R. Sinzdak,,2021-11-30,"Cummings v. Premier Rehab Keller Keller, P.L.L.C.",Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Julie Rikelman,,2021-12-01,Dobb's v. Women's Health Organization,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth B. Prelogar,,2021-12-01,Dobb's v. Women's Health Organization,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Taylor A.R. Meehan,,2021-12-06,Patel v. Garland,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Rebecca Taibleson,,2021-12-07,U.S. v. Taylor,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth B. Prelogar,,2022-01-07,Nat'l Fed'n of Indep. Business v. Dep't of Labor,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth Murrill,,2022-01-07,Biden v. Missouri,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Melissa Arbus Sherry,,2022-01-12,"Boechler, P.C. c. Comm'r of Internal Revenue",Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Masha G. Hansford,,2022-01-18,Cassirer v. Thyssen-Bornemisza Collection Foundation,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lanora C. Pettit,,2022-02-22,Ysleta del Sur Pueblo v. Texas,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Erica L. Ross,,2022-02-22,Denezpi v. U.S.,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Helen H. Hong,,2022-02-23,Arizona v. City and County of San Francisco,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Lindsay S. See,,2022-02-28,West Virginia v. EPA,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth B. Prelogar,,2022-02-28,West Virginia v. EPA,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Beth S. Brinkmann,,2022-02-28,West Virginia v. EPA,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Sarah M. Harris,,2022-03-02,Egbert v. Boule,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Felicia H. Ellsworth,,2022-03-02,Egbert v. Boule,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Karla A. Gilbride,,2022-03-21,"Morgan v. Sundance, Inc.",Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elisabeth S. Theodore,,2022-03-21,Berger v. North Carolina State Conference of NAACP,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Sarah Boyce,,2022-03-21,Berger v. North Carolina State Conference of NAACP,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Karen R. King,,2022-03-21,Golan v. Saada,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Colleen E.R. Sinzdak,,2022-03-22,LeDure v. Union Pacific Railroad Co.,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Jennifer D. Bennett,,2022-03-28,Southwest Airlines Co. v. Saxon,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Tera M. Heintz,,2022-04-18,U.S. v. Washington,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Melanie L. Bostwick,,2022-04-19,George v. McDonough,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Masha G. Hansford,,2022-04-25,Nance v. Ward,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Elizabeth B. Prelogar,,2022-04-26,Biden v. Texas,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Nicole F. Reaves,,2022-04-26,Shoop v. Twyford,Oral Argument Transcript,,,"From SCOTUS-Women-Advocates-All-Through-OT-2021.xlsx (Revised and Updated June, 2022)"
Abha Khanna,,2022-10-04,"No. 21–1086. John H. Merrill, Alabama Secretary of State, et al., Appellants, v. Evan Milligan, et al.",2022 J. Sup. Ct. U.S. 92,for the respondents,,
Elizabeth B. Prelogar,,2022-10-04,"No. 21–1086. John H. Merrill, Alabama Secretary of State, et al., Appellants, v. Evan Milligan, et al.",2022 J. Sup. Ct. U.S. 92,"for the United States, as amicus curiae, supporting appellees/respondents",,
Lisa S. Blatt,,2022-10-12,"No. 21–869. Andy Warhol Foundation for the Visual Arts, Inc., Petitioner v. Lynn Goldsmith, et al.",2022 J. Sup. Ct. U.S. 120,for the respondents,,"Lisa S. Blatt was NOT referred to here as ""Ms."""
Yaira Dubin,,2022-10-12,"No. 21–869. Andy Warhol Foundation for the Visual Arts, Inc., Petitioner v. Lynn Goldsmith, et al.",2022 J. Sup. Ct. U.S. 120,"for the United States as amicus curiae, by special leave of the Court, supporting respondents",,
Elizabeth B. Prelogar,,2022-10-31,"No. 21–707. Students for Fair Admissions, Inc., Petitioner v. University of North Carolina, et al.",2022 J. Sup. Ct. U.S. 152,"for the United States, as amicus curiae, by special leave of the Court, supporting respondents",,
Elizabeth B. Prelogar,,2022-10-31,"No. 20–1199. Students for Fair Admissions, Inc., Petitioner v. President and Fellows of Harvard College",2022 J. Sup. Ct. U.S. 152,"for the United States, as amicus curiae, by special leave of the Court, supporting respondent",,
Morgan L. Ratner,,2022-11-01,"No. 21–857. Marcus Deangelo Jones, Petitioner v. Dewayne Hendrix, Warden",2022 J. Sup. Ct. U.S. 154,for Court-appointed amicus curiae in support of the judgment below,,
Nicole F. Reaves,,2022-11-28,"No. 21–1158. Joseph Percoco, Petitioner v. United States",2022 J. Sup. Ct. U.S. 212,for the respondent,,
Kristen K. Waggoner,,2022-12-05,"No. 21–476. 303 Creative LLC, et al., Petitioners v. Aubrey Elenis, et al.",2022 J. Sup. Ct. U.S. 237,for the petitioners,,
Colleen R. Sinzdak,,2022-12-05,"No. 21–1270. MOAC Mall Holdings LLC, Petitioner v. Transform Holdco LLC, et al.",2022 J. Sup. Ct. U.S. 237,"for the United States as amicus curiae, by special leave of the Court",,
Sarah M. Harris,,2022-12-06,"No. 21–908. Kate Marie Bartenwerfer, Petitioner v. Kieran Buckley",2022 J. Sup. Ct. U.S. 240,for the petitioner,,
Erica L. Ross,,2022-12-06,"No. 21–908. Kate Marie Bartenwerfer, Petitioner v. Kieran Buckley",2022 J. Sup. Ct. U.S. 240,"for the United States as amicus curiae, by special leave of the Court, supporting respondent",,
Masha G. Hansford,,2023-01-09,No. 21–1397. In Re Grand Jury,2022 J. Sup. Ct. U.S. 303,for the United States,,
Nicole F. Reaves,,2023-01-09,"No. 21–1454. The Ohio Adjutant General's Department, et al., Petitioners v. Federal Labor Relations Authority, et al.",2022 J. Sup. Ct. U.S. 303,for the federal respondent,,
Aimee W. Brown,,2023-01-11,"No. 22–96. Financial Oversight and Management Board for Puerto Rico, Petitioner v. Centro de Periodismo Investigativo, Inc.",2022 J. Sup. Ct. U.S. 308,"for the United States as amicus curiae, by special leave of the Court, supporting vacatur",,
Sarah M. Harris,,2023-01-11,"No. 22–96. Financial Oversight and Management Board for Puerto Rico, Petitioner v. Centro de Periodismo Investigativo, Inc.",2022 J. Sup. Ct. U.S. 308,for the respondent,,
Yaira Dubin,,2023-01-17,"No. 21–1436. Leon Santos-Zacaria, aka Leon Santos-Sacarias, Petitioner v. Merrick B. Garland, Attorney General",2022 J. Sup. Ct. U.S. 317,for the United States,,
Lisa S. Blatt,,2023-01-17,"No. 21–1450. Turkiye Halk Bankasi A.S., aka Halkbank, Petitioner v. United States",2022 J. Sup. Ct. U.S. 317,for the petitioner,,
Lisa S. Blatt,,2023-02-21,"No. 21–1333. Reynaldo Gonzalez, et al., Petitioners v. Google LLC",2022 J. Sup. Ct. U.S. 383,for the respondent,,
Judith N. Vale,Deputy Solicitor General,2023-03-01,"No. 156, Original. New York, Plaintiff v. New Jersey",2022 J. Sup. Ct. U.S. 402,for the plaintiff,,
Rita P. Maguire,,2023-03-20,"No. 21–1484. Arizona, et al., Petitioners v. Navajo Nation, et al",2022 J. Sup. Ct. U.S. 444,for the state parties,,
Masha G. Hansford,,2023-03-21,"No. 21–1043. Abitron Austria GmbH, et al., Petitioners v. Hetronic International, Inc.",2022 J. Sup. Ct. U.S. 446,"for the United States, as amicus curiae, by special leave of the Court, supporting neither party",,
Lisa S. Blatt,,2023-03-22,"No. 22–148. Jack Daniel's Properties, Inc., Petitioner v. VIP Products LLC",2022 J. Sup. Ct. U.S. 448,for the petitioner,,
Colleen R. Sinzdak,,2023-03-27,"No. 21–757. Amgen Inc., et al., Petitioners v. Sanof, et al.",2022 J. Sup. Ct. U.S. 460,"for the United States, as amicus curiae, by special leave of the Court, supporting respondents",,
Esha Bhandari,,2023-03-27,"No. 22–179. United States, Petitioner v. Helaman Hansen",2022 J. Sup. Ct. U.S. 460,for the respondent,,
Erica L. Ross,,2023-03-28,"No. 22–49. Efrain Lora, Petitioner v. United States",2022 J. Sup. Ct. U.S. 462,for the respondent,,
Caroline A. Flynn,,2023-03-29,"No. 22–196. Adam Samia, aka Sal, aka Adam Samic, Petitioner v. United States",2022 J. Sup. Ct. U.S. 464,for the respondent,,
Martha Hutton,,2023-04-17,"No. 22–331. Merrick B. Garland, Attorney General, Petitioner v. Fernando Cordero-Garcia, aka Fernando Cordero",2022 J. Sup. Ct. U.S. 501,for Jean Francois Pugin,,
Elizabeth B. Prelogar,,2023-04-18,"No. 22–174. Gerald E. Groff, Petitioner v. Louis DeJoy, Postmaster General",2022 J. Sup. Ct. U.S. 504,for the respondent,,
Amy M. Saharia,,2023-04-24,"No. 22–210. Neil Dupree, Petitioner v. Kevin Younger",2022 J. Sup. Ct. U.S. 522,for the respondent,,
Christina M. Martin,,2023-04-26,"No. 22–166. Geraldine Tyler, Petitioner v. Hennepin County, Minnesota, et al",2022 J. Sup. Ct. U.S. 527,for the petitioner,,
Erica L. Ross,,2023-04-26,"No. 22–166. Geraldine Tyler, Petitioner v. Hennepin County, Minnesota, et al",2022 J. Sup. Ct. U.S. 527,"for the United States, as amicus curiae, by special leave of the Court, supporting neither party",,
Elizabeth B. Prelogar,"Solicitor General, Department of Justice, Washington, D.C.",2023-10-03,"No. 22–448. Consumer Financial Protection Bureau, et al., Petitioners v. Community Financial Services Association of America, Limited, et al",2023 J. Sup. Ct. U.S. 88,for the petitioners,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-448_4f15.pdf,
Erica L. Ross,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2023-10-04,"No. 22–429. Acheson Hotels, LLC, Petitioner v. Deborah Laufer",2023 J. Sup. Ct. U.S. 90,"for the United States, as amicus curiae, supporting neither party",https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-429_4315.pdf,
Kelsi B. Corkran,"Washington, D.C.",2023-10-04,"No. 22–429. Acheson Hotels, LLC, Petitioner v. Deborah Laufer",2023 J. Sup. Ct. U.S. 90,for the respondent,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-429_4315.pdf,
Easha Anand,"Stanford, California",2023-10-10,"No. 22–660. Trevor Murray, Petitioner v. UBS Securities, LLC, et al",2023 J. Sup. Ct. U.S. 111,for the petitioner,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-660_apm1.pdf,
Leah C. Aden,"New York, New York",2023-10-11,"No. 22–807. Thomas C. Alexander, in His Offcial Capacity as President of the South Carolina Senate, et al., Appellants v. The South Carolina State Conference of the NAACP, et al",2023 J. Sup. Ct. U.S. 114,for the appellees,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-807_o7jp.pdf,
Caroline A. Flynn,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2023-10-11,"No. 22–807. Thomas C. Alexander, in His Offcial Capacity as President of the South Carolina Senate, et al., Appellants v. The South Carolina State Conference of the NAACP, et al",2023 J. Sup. Ct. U.S. 114,"for the United States, as amicus curiae, supporting neither party",https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-807_o7jp.pdf,
Nicole F. Reaves,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2023-10-30,"No. 22–585. Halima Tariffa Culley, et al., Petitioners v. Steven T. Marshall, Attorney General of Alabama, et al",2023 J. Sup. Ct. U.S. 149,"for the United States, as amicus curiae, supporting respondents",https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-585_7648.pdf,
Pamela S. Karlan,"Stanford, California",2023-10-31,"No. 22–324. Michelle O'Connor-Ratcliff, et al., Petitioners v. Christopher Garnier, et ux",2023 J. Sup. Ct. U.S. 152,for the respondents,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-324_fe9g.pdf,
Victoria R. Ferres,"Port Huron, Michigan",2023-10-31,"No. 22–611. Kevin Lindke, Petitioner v. James R. Freed",2023 J. Sup. Ct. U.S. 152,for the respondent,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-611_1b8e.pdf,
Masha G. Hansford,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2023-10-31,"No. 22–611. Kevin Lindke, Petitioner v. James R. Freed",2023 J. Sup. Ct. U.S. 152,"for the United States, as amicus curiae, supporting respondent",https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-611_1b8e.pdf,
Jaime A. Santos,"Washington, D.C.",2023-11-28,"No. 22–666. Situ Kamu Wilkinson, Petitioner v. Merrick B. Garland, Attorney General",2023 J. Sup. Ct. U.S. 208,for the petitioner,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-666_f2ah.pdf,
Colleen R. Sinzdak,"Assistant to the Solicitor General, Department of Justice, Washington, D.C.",2023-11-28,"No. 22–666. Situ Kamu Wilkinson, Petitioner v. Merrick B. Garland, Attorney General",2023 J. Sup. Ct. U.S. 208,for the respondent,https://www.supremecourt.gov/oral_arguments/argument_transcripts/2023/22-666_f2ah.pdf,
